timestamp,service,level,message,latency_ms,request_count,status_code,true_anomaly
2026-04-02 19:23:04.428265,order-service,ERROR,outofmemoryerror detected,231.11,24,502,1
2026-04-02 19:18:37.428265,search-service,INFO,api call completed,187.57,17,200,0
2026-04-02 19:25:26.428265,search-service,INFO,order created successfully,151.48,16,200,0
2026-04-02 19:25:30.428265,search-service,INFO,api call completed,159.04,19,200,0
2026-04-02 19:23:16.428265,inventory-service,INFO,api call completed,92.04,22,200,0
2026-04-02 19:23:19.428265,search-service,INFO,user login successful,111.1,20,200,0
2026-04-02 19:18:42.428265,order-service,INFO,order created successfully,78.44,16,200,0
2026-04-02 19:23:25.428265,payment-service,INFO,order created successfully,131.07,16,200,0
2026-04-02 19:18:44.428265,search-service,INFO,api call completed,177.61,19,200,0
2026-04-02 19:21:08.428265,order-service,INFO,api call completed,162.22,16,200,0
2026-04-02 19:23:34.428265,order-service,INFO,api call completed,130.2,22,200,0
2026-04-02 19:21:12.428265,inventory-service,INFO,cache hit for request,143.73,11,200,0
2026-04-02 19:21:14.428265,inventory-service,INFO,api call completed,115.6,16,200,0
2026-04-02 19:18:49.428265,search-service,INFO,payment verified,99.63,24,200,0
2026-04-02 19:23:46.428265,order-service,INFO,cache hit for request,104.61,18,200,0
2026-04-02 19:18:51.428265,order-service,INFO,session validated,125.81,22,200,0
2026-04-02 19:21:22.428265,payment-service,INFO,session validated,159.41,9,200,0
2026-04-02 19:21:24.428265,auth-service,INFO,session validated,111.37,25,200,0
2026-04-02 19:21:26.428265,payment-service,INFO,fetched results from database,112.54,17,200,0
2026-04-02 19:18:55.428265,inventory-service,INFO,cache hit for request,117.39,17,200,0
2026-04-02 19:18:56.428265,order-service,INFO,request processed successfully,97.21,22,200,0
2026-04-02 19:24:07.428265,auth-service,INFO,user login successful,137.44,19,200,0
2026-04-02 19:24:10.428265,search-service,INFO,payment verified,96.3,24,200,0
2026-04-02 19:24:13.428265,inventory-service,INFO,order created successfully,140.38,14,200,0
2026-04-02 19:19:00.428265,order-service,INFO,user login successful,123.98,15,200,0
2026-04-02 19:24:19.428265,inventory-service,INFO,order created successfully,61.08,26,200,0
2026-04-02 19:27:02.428265,search-service,INFO,session validated,122.98,21,200,0
2026-04-02 19:27:06.428265,inventory-service,INFO,api call completed,137.33,18,200,0
2026-04-02 19:21:46.428265,order-service,INFO,cache hit for request,113.66,24,200,0
2026-04-02 19:21:48.428265,auth-service,INFO,fetched results from database,83.19,21,200,0
2026-04-02 19:19:06.428265,auth-service,INFO,cache hit for request,119.87,20,200,0
2026-04-02 19:19:07.428265,payment-service,INFO,user login successful,119.67,22,200,0
2026-04-02 19:19:08.428265,order-service,INFO,fetched results from database,130.77,22,200,0
2026-04-02 19:27:30.428265,payment-service,ERROR,latency spike detected while processing request,1443.79,27,503,1
2026-04-02 19:21:58.428265,order-service,INFO,payment verified,92.59,18,200,0
2026-04-02 19:27:38.428265,inventory-service,INFO,request processed successfully,127.88,10,200,0
2026-04-02 19:27:42.428265,payment-service,INFO,request processed successfully,86.43,21,200,0
2026-04-02 19:19:13.428265,payment-service,INFO,request processed successfully,170.86,17,200,0
2026-04-02 19:24:58.428265,order-service,INFO,request processed successfully,65.23,19,200,0
2026-04-02 19:25:01.428265,payment-service,INFO,user login successful,141.85,12,200,0
2026-04-02 19:27:58.428265,auth-service,INFO,fetched results from database,107.25,24,200,0
2026-04-02 19:22:12.428265,search-service,INFO,session validated,107.46,17,200,0
2026-04-02 19:19:18.428265,auth-service,INFO,cache hit for request,151.74,22,200,0
2026-04-02 19:22:16.428265,payment-service,INFO,api call completed,159.96,22,200,0
2026-04-02 19:25:16.428265,auth-service,INFO,order created successfully,203.42,15,200,0
2026-04-02 19:19:21.428265,search-service,INFO,session validated,86.31,20,200,0
2026-04-02 19:19:22.428265,search-service,INFO,order created successfully,169.33,19,200,0
2026-04-02 19:25:25.428265,search-service,INFO,order created successfully,134.28,23,200,0
2026-04-02 19:28:30.428265,search-service,INFO,order created successfully,140.64,20,200,0
2026-04-02 19:25:31.428265,order-service,INFO,user login successful,126.63,23,200,0
2026-04-02 19:22:30.428265,inventory-service,INFO,payment verified,152.66,26,200,0
2026-04-02 19:19:27.428265,auth-service,INFO,api call completed,134.71,21,200,0
2026-04-02 19:25:40.428265,auth-service,INFO,api call completed,124.58,17,200,0
2026-04-02 19:22:36.428265,payment-service,INFO,fetched results from database,99.9,26,200,0
2026-04-02 19:28:54.428265,inventory-service,INFO,api call completed,108.05,23,200,0
2026-04-02 19:19:31.428265,inventory-service,INFO,session validated,112.14,27,200,0
2026-04-02 19:19:32.428265,search-service,INFO,cache hit for request,126.8,21,200,0
2026-04-02 19:19:33.428265,order-service,INFO,api call completed,128.82,24,200,0
2026-04-02 19:22:46.428265,inventory-service,INFO,request processed successfully,113.97,18,200,0
2026-04-02 19:29:14.428265,order-service,INFO,cache hit for request,129.9,25,200,0
2026-04-02 19:26:04.428265,payment-service,INFO,fetched results from database,114.6,31,200,0
2026-04-02 19:22:52.428265,order-service,INFO,api call completed,111.04,18,200,0
2026-04-02 19:26:10.428265,auth-service,INFO,order created successfully,91.23,18,200,0
2026-04-02 19:19:39.428265,auth-service,INFO,cache hit for request,134.48,20,200,0
2026-04-02 19:26:16.428265,auth-service,INFO,request processed successfully,138.64,23,200,0
2026-04-02 19:19:41.428265,inventory-service,INFO,order created successfully,112.94,17,200,0
2026-04-02 19:19:42.428265,payment-service,INFO,payment verified,89.41,27,200,0
2026-04-02 19:29:46.428265,payment-service,INFO,session validated,84.17,19,200,0
2026-04-02 19:19:44.428265,order-service,INFO,cache hit for request,105.99,17,200,0
2026-04-02 19:26:31.428265,order-service,INFO,request processed successfully,95.19,19,200,0
2026-04-02 19:29:58.428265,inventory-service,INFO,payment verified,111.43,13,200,0
2026-04-02 19:30:02.428265,inventory-service,INFO,order created successfully,68.67,31,200,0
2026-04-02 19:23:14.428265,inventory-service,INFO,payment verified,142.28,22,200,0
2026-04-02 19:30:10.428265,payment-service,INFO,cache hit for request,118.25,19,200,0
2026-04-02 19:30:14.428265,order-service,INFO,request processed successfully,142.45,26,200,0
2026-04-02 19:23:20.428265,inventory-service,INFO,user login successful,84.38,16,200,0
2026-04-02 19:23:22.428265,inventory-service,INFO,request processed successfully,104.93,27,200,0
2026-04-02 19:19:53.428265,payment-service,INFO,order created successfully,151.2,20,200,0
2026-04-02 19:23:26.428265,order-service,INFO,session validated,161.54,23,200,0
2026-04-02 19:19:55.428265,order-service,INFO,request processed successfully,78.03,21,200,0
2026-04-02 19:27:04.428265,inventory-service,INFO,order created successfully,86.54,26,200,0
2026-04-02 19:23:32.428265,order-service,INFO,session validated,124.97,24,200,0
2026-04-02 19:30:46.428265,order-service,INFO,user login successful,152.97,17,200,0
2026-04-02 19:30:50.428265,order-service,INFO,session validated,112.24,28,200,0
2026-04-02 19:30:54.428265,inventory-service,INFO,order created successfully,148.79,24,200,0
2026-04-02 19:30:58.428265,inventory-service,INFO,cache hit for request,144.97,14,200,0
2026-04-02 19:27:22.428265,inventory-service,INFO,api call completed,147.73,21,200,0
2026-04-02 19:27:25.428265,payment-service,INFO,request processed successfully,100.21,19,200,0
2026-04-02 19:23:46.428265,payment-service,INFO,cache hit for request,186.85,21,200,0
2026-04-02 19:27:31.428265,inventory-service,INFO,payment verified,141.93,17,200,0
2026-04-02 19:23:50.428265,inventory-service,INFO,order created successfully,171.74,17,200,0
2026-04-02 19:23:52.428265,search-service,INFO,user login successful,87.42,21,200,0
2026-04-02 19:20:08.428265,inventory-service,INFO,order created successfully,116.18,19,200,0
2026-04-02 19:23:56.428265,inventory-service,INFO,session validated,81.71,29,200,0
2026-04-02 19:31:34.428265,payment-service,INFO,order created successfully,139.01,20,200,0
2026-04-02 19:27:49.428265,search-service,INFO,api call completed,142.36,28,200,0
2026-04-02 19:20:12.428265,inventory-service,INFO,fetched results from database,84.79,28,200,0
2026-04-02 19:31:46.428265,payment-service,INFO,session validated,145.43,14,200,0
2026-04-02 19:20:14.428265,order-service,INFO,cache hit for request,114.91,23,200,0
2026-04-02 19:20:15.428265,order-service,INFO,fetched results from database,111.4,13,200,0
2026-04-02 19:20:16.428265,order-service,INFO,order created successfully,136.51,19,200,0
2026-04-02 19:32:02.428265,order-service,INFO,payment verified,100.22,19,200,0
2026-04-02 19:32:06.428265,payment-service,INFO,api call completed,99.31,17,200,0
2026-04-02 19:24:16.428265,order-service,INFO,payment verified,111.71,13,200,0
2026-04-02 19:32:14.428265,payment-service,INFO,request processed successfully,143.4,21,200,0
2026-04-02 19:20:21.428265,order-service,INFO,cache hit for request,97.63,21,200,0
2026-04-02 19:28:22.428265,search-service,INFO,cache hit for request,112.47,18,200,0
2026-04-02 19:20:23.428265,auth-service,INFO,request processed successfully,150.83,31,200,0
2026-04-02 19:20:24.428265,inventory-service,INFO,api call completed,81.59,15,200,0
2026-04-02 19:28:31.428265,search-service,INFO,payment verified,105.06,12,200,0
2026-04-02 19:24:30.428265,inventory-service,INFO,order created successfully,107.02,22,200,0
2026-04-02 19:32:42.428265,order-service,INFO,cache hit for request,116.64,19,200,0
2026-04-02 19:32:46.428265,inventory-service,INFO,cache hit for request,133.66,25,200,0
2026-04-02 19:28:43.428265,payment-service,INFO,user login successful,72.67,27,200,0
2026-04-02 19:28:46.428265,auth-service,INFO,session validated,70.66,25,200,0
2026-04-02 19:28:49.428265,search-service,ERROR,outofmemoryerror detected,262.32,19,503,1
2026-04-02 19:33:02.428265,inventory-service,INFO,fetched results from database,84.9,14,200,0
2026-04-02 19:28:55.428265,search-service,INFO,payment verified,118.36,10,200,0
2026-04-02 19:28:58.428265,auth-service,INFO,user login successful,133.9,20,200,0
2026-04-02 19:33:14.428265,auth-service,INFO,user login successful,166.32,19,200,0
2026-04-02 19:20:36.428265,inventory-service,INFO,payment verified,127.81,20,200,0
2026-04-02 19:20:37.428265,order-service,INFO,payment verified,128.11,20,200,0
2026-04-02 19:20:38.428265,search-service,INFO,cache hit for request,88.62,21,200,0
2026-04-02 19:29:13.428265,payment-service,INFO,order created successfully,132.41,17,200,0
2026-04-02 19:24:58.428265,inventory-service,INFO,user login successful,186.1,19,200,0
2026-04-02 19:20:41.428265,auth-service,INFO,order created successfully,145.29,12,200,0
2026-04-02 19:25:02.428265,auth-service,INFO,payment verified,105.48,15,200,0
2026-04-02 19:25:04.428265,payment-service,INFO,session validated,85.12,20,200,0
2026-04-02 19:20:44.428265,payment-service,INFO,api call completed,74.95,16,200,0
2026-04-02 19:33:54.428265,auth-service,INFO,user login successful,131.13,20,200,0
2026-04-02 19:20:46.428265,order-service,ERROR,latency spike detected while processing request,1417.8,18,503,1
2026-04-02 19:29:37.428265,inventory-service,INFO,session validated,132.61,15,200,0
2026-04-02 19:25:14.428265,auth-service,INFO,payment verified,98.18,20,200,0
2026-04-02 19:29:43.428265,inventory-service,INFO,fetched results from database,80.53,30,200,0
2026-04-02 19:20:50.428265,inventory-service,INFO,api call completed,110.18,19,200,0
2026-04-02 19:20:51.428265,search-service,INFO,user login successful,138.11,23,200,0
2026-04-02 19:29:52.428265,auth-service,INFO,order created successfully,105.0,14,200,0
2026-04-02 19:34:26.428265,auth-service,INFO,payment verified,95.65,27,200,0
2026-04-02 19:34:30.428265,order-service,INFO,session validated,87.99,19,200,0
2026-04-02 19:30:01.428265,inventory-service,INFO,request processed successfully,112.93,11,200,0
2026-04-02 19:25:30.428265,inventory-service,INFO,user login successful,104.93,28,200,0
2026-04-02 19:34:42.428265,order-service,INFO,user login successful,170.44,25,200,0
2026-04-02 19:25:34.428265,order-service,INFO,payment verified,138.91,20,200,0
2026-04-02 19:34:50.428265,search-service,INFO,session validated,167.0,20,200,0
2026-04-02 19:25:38.428265,search-service,INFO,cache hit for request,95.48,16,200,0
2026-04-02 19:21:01.428265,payment-service,INFO,session validated,128.03,20,200,0
2026-04-02 19:35:02.428265,search-service,INFO,payment verified,88.83,22,200,0
2026-04-02 19:21:03.428265,search-service,INFO,session validated,123.3,14,200,0
2026-04-02 19:35:10.428265,inventory-service,INFO,api call completed,87.42,18,200,0
2026-04-02 19:25:48.428265,auth-service,INFO,api call completed,86.35,15,200,0
2026-04-02 19:35:18.428265,inventory-service,WARN,unusual traffic spike detected,279.04,199,200,1
2026-04-02 19:30:37.428265,auth-service,ERROR,latency spike detected while processing request,1114.62,23,500,1
2026-04-02 19:30:40.428265,payment-service,INFO,api call completed,98.61,19,200,0
2026-04-02 19:35:30.428265,search-service,INFO,cache hit for request,121.85,16,200,0
2026-04-02 19:35:34.428265,inventory-service,INFO,api call completed,105.04,22,200,0
2026-04-02 19:30:49.428265,inventory-service,INFO,request processed successfully,103.42,18,200,0
2026-04-02 19:26:02.428265,payment-service,INFO,payment verified,103.19,16,200,0
2026-04-02 19:21:13.428265,order-service,INFO,fetched results from database,88.72,18,200,0
2026-04-02 19:30:58.428265,auth-service,WARN,unusual traffic spike detected,155.45,183,200,1
2026-04-02 19:31:01.428265,search-service,INFO,user login successful,99.03,17,200,0
2026-04-02 19:35:58.428265,search-service,INFO,payment verified,94.21,21,200,0
2026-04-02 19:21:17.428265,payment-service,INFO,api call completed,100.99,13,200,0
2026-04-02 19:36:06.428265,order-service,INFO,user login successful,130.51,20,200,0
2026-04-02 19:31:13.428265,order-service,INFO,fetched results from database,115.04,27,200,0
2026-04-02 19:31:16.428265,order-service,INFO,payment verified,105.74,19,200,0
2026-04-02 19:21:21.428265,payment-service,INFO,fetched results from database,129.06,19,200,0
2026-04-02 19:31:22.428265,auth-service,INFO,fetched results from database,135.46,12,200,0
2026-04-02 19:21:23.428265,order-service,INFO,request processed successfully,133.57,14,200,0
2026-04-02 19:31:28.428265,auth-service,INFO,request processed successfully,56.95,26,200,0
2026-04-02 19:31:31.428265,auth-service,INFO,user login successful,91.08,22,200,0
2026-04-02 19:36:38.428265,inventory-service,INFO,cache hit for request,133.17,20,200,0
2026-04-02 19:36:42.428265,inventory-service,INFO,session validated,117.4,20,200,0
2026-04-02 19:36:46.428265,order-service,INFO,order created successfully,111.94,10,200,0
2026-04-02 19:31:43.428265,order-service,INFO,user login successful,190.17,13,200,0
2026-04-02 19:21:30.428265,order-service,INFO,session validated,165.89,18,200,0
2026-04-02 19:26:40.428265,search-service,INFO,session validated,103.19,19,200,0
2026-04-02 19:26:42.428265,inventory-service,INFO,session validated,117.02,10,200,0
2026-04-02 19:21:33.428265,order-service,INFO,session validated,91.31,24,200,0
2026-04-02 19:21:34.428265,inventory-service,INFO,order created successfully,100.97,25,200,0
2026-04-02 19:32:01.428265,payment-service,INFO,session validated,130.14,17,200,0
2026-04-02 19:37:18.428265,order-service,INFO,session validated,141.21,18,200,0
2026-04-02 19:26:52.428265,auth-service,INFO,cache hit for request,156.73,20,200,0
2026-04-02 19:26:54.428265,order-service,INFO,user login successful,182.02,23,200,0
2026-04-02 19:32:13.428265,auth-service,INFO,user login successful,166.61,23,200,0
2026-04-02 19:26:58.428265,order-service,INFO,session validated,144.55,16,200,0
2026-04-02 19:37:38.428265,order-service,WARN,unusual traffic spike detected,238.69,194,200,1
2026-04-02 19:32:22.428265,payment-service,INFO,request processed successfully,138.75,17,200,0
2026-04-02 19:21:43.428265,order-service,INFO,user login successful,121.4,19,200,0
2026-04-02 19:21:44.428265,auth-service,INFO,user login successful,89.48,17,200,0
2026-04-02 19:27:08.428265,order-service,INFO,session validated,61.54,20,200,0
2026-04-02 19:32:34.428265,order-service,INFO,payment verified,107.4,24,200,0
2026-04-02 19:27:12.428265,payment-service,INFO,order created successfully,132.61,16,200,0
2026-04-02 19:21:48.428265,inventory-service,INFO,api call completed,145.16,22,200,0
2026-04-02 19:21:49.428265,search-service,INFO,order created successfully,203.02,18,200,0
2026-04-02 19:27:18.428265,search-service,INFO,request processed successfully,122.97,22,200,0
2026-04-02 19:32:49.428265,inventory-service,INFO,order created successfully,138.06,23,200,0
2026-04-02 19:32:52.428265,search-service,INFO,session validated,130.52,23,200,0
2026-04-02 19:27:24.428265,search-service,INFO,cache hit for request,64.52,20,200,0
2026-04-02 19:38:30.428265,order-service,INFO,user login successful,113.25,24,200,0
2026-04-02 19:33:01.428265,search-service,INFO,api call completed,101.85,19,200,0
2026-04-02 19:27:30.428265,payment-service,INFO,user login successful,87.22,22,200,0
2026-04-02 19:38:42.428265,search-service,INFO,payment verified,123.59,14,200,0
2026-04-02 19:38:46.428265,payment-service,INFO,api call completed,127.6,15,200,0
2026-04-02 19:27:36.428265,inventory-service,INFO,api call completed,154.62,19,200,0
2026-04-02 19:27:38.428265,auth-service,INFO,fetched results from database,137.04,20,200,0
2026-04-02 19:22:01.428265,auth-service,INFO,cache hit for request,86.34,27,200,0
2026-04-02 19:22:02.428265,inventory-service,INFO,payment verified,99.15,12,200,0
2026-04-02 19:33:25.428265,inventory-service,INFO,payment verified,98.06,15,200,0
2026-04-02 19:39:10.428265,payment-service,INFO,cache hit for request,161.98,19,200,0
